lambda_exact,lambda_min,epsilon_exact,p_one_use_exact_rational,p_one_use,p_one_use_lower,p_one_use_upper,p_rep,p_rep_lower,p_rep_upper,gap,gap_lower,gap_upper,asymptote_slope_exact,linear_asymptote,linear_asymptote_lower,linear_asymptote_upper,exact_one_use_domain,geometry,full_span,all_code_capacity_boundary
103/500,0.206,1/10,2713/3838,0.70687858259510162,0.706878582595101615424700364773319437206878582595101615424700,0.706878582595101615424700364773319437206878582595101615424701,0.72130852700461528,0.721308527004615278888692564868569951534252920178535827480605,0.721308527004615278888692564868569951534252920178535827480606,0.014429944409513663,0.014429944409513663463992200095250514327374337583434212055905,0.014429944409513663463992200095250514327374337583434212055906,18/289,0.012830449826989619,0.012830449826989619377162629757785467128027681660899653979238,0.012830449826989619377162629757785467128027681660899653979239,0 <= lambda <= 1/4; canonical P12,equal_weight_three_axis_cone,True,False
413/2000,0.2065,1/10,904/1279,0.70680218921032056,0.706802189210320562939796716184519155590304925723221266614542,0.706802189210320562939796716184519155590304925723221266614543,0.72127147064729352,0.721271470647293515062585736745693342004406045097536377597531,0.721271470647293515062585736745693342004406045097536377597532,0.014469281436972952,0.014469281436972952122789020561174186414101119374315110982988,0.014469281436972952122789020561174186414101119374315110982989,18/289,0.012861591695501730,0.012861591695501730103806228373702422145328719723183391003460,0.012861591695501730103806228373702422145328719723183391003461,0 <= lambda <= 1/4; canonical P12,equal_weight_three_axis_cone,True,False
207/1000,0.207,1/10,2711/3836,0.70672575599582899,0.706725755995828988529718456725755995828988529718456725755995,0.706725755995828988529718456725755995828988529718456725755996,0.72123439759894489,0.721234397598944892732734577948641552027940375335266505160410,0.721234397598944892732734577948641552027940375335266505160411,0.014508641603115904,0.014508641603115904203016121222885556198951845616809779404414,0.014508641603115904203016121222885556198951845616809779404415,18/289,0.012892733564013841,0.012892733564013840830449826989619377162629757785467128027681,0.012892733564013840830449826989619377162629757785467128027682,0 <= lambda <= 1/4; canonical P12,equal_weight_three_axis_cone,True,False
83/400,0.2075,1/10,542/767,0.70664928292046936,0.706649282920469361147327249022164276401564537157757496740547,0.706649282920469361147327249022164276401564537157757496740548,0.72119730784639766,0.721197307846397657864235800460665834430572500910692528586219,0.721197307846397657864235800460665834430572500910692528586220,0.014548024925928297,0.014548024925928296716908551438501558029007963752935031845672,0.014548024925928296716908551438501558029007963752935031845673,18/289,0.012923875432525952,0.012923875432525951557093425605536332179930795847750865051903,0.012923875432525951557093425605536332179930795847750865051904,0 <= lambda <= 1/4; canonical P12,equal_weight_three_axis_cone,True,False
26/125,0.208,1/10,301/426,0.70657276995305164,0.706572769953051643192488262910798122065727699530516431924882,0.706572769953051643192488262910798122065727699530516431924883,0.72116020137646508,0.721160201376465082176304993412229876354639060180740256312697,0.721160201376465082176304993412229876354639060180740256312698,0.014587431423413439,0.014587431423413438983816730501431754288911360650223824387815,0.014587431423413438983816730501431754288911360650223824387816,18/289,0.012955017301038062,0.012955017301038062283737024221453287197231833910034602076124,0.012955017301038062283737024221453287197231833910034602076125,0 <= lambda <= 1/4; canonical P12,equal_weight_three_axis_cone,True,False
417/2000,0.2085,1/10,2708/3833,0.70649621706235325,0.706496217062353248108531176624054265588312027132794156013566,0.706496217062353248108531176624054265588312027132794156013567,0.72112307817594544,0.721123078175945440835512355999499377786684983301783006459412,0.721123078175945440835512355999499377786684983301783006459413,0.014626861113592193,0.014626861113592192726981179375445112198372956168988850445846,0.014626861113592192726981179375445112198372956168988850445847,18/289,0.012986159169550173,0.012986159169550173010380622837370242214532871972318339100346,0.012986159169550173010380622837370242214532871972318339100347,0 <= lambda <= 1/4; canonical P12,equal_weight_three_axis_cone,True,False
209/1000,0.209,1/10,2707/3832,0.70641962421711900,0.706419624217118997912317327766179540709812108559498956158663,0.706419624217118997912317327766179540709812108559498956158664,0.72108593823162199,0.721085938231621990107842022254526930299726640792879177282672,0.721085938231621990107842022254526930299726640792879177282673,0.014666314014502992,0.014666314014502992195524694488347389589914532233380221124008,0.014666314014502992195524694488347389589914532233380221124009,18/289,0.013017301038062284,0.013017301038062283737024221453287197231833910034602076124567,0.013017301038062283737024221453287197231833910034602076124568,0 <= lambda <= 1/4; canonical P12,equal_weight_three_axis_cone,True,False
419/2000,0.2095,1/10,902/1277,0.70634299138606108,0.706342991386061080657791699295223179326546593578700078308535,0.706342991386061080657791699295223179326546593578700078308536,0.72104878153026294,0.721048781530262944969484198938764501445661383860069490069391,0.721048781530262944969484198938764501445661383860069490069392,0.014705790144201864,0.014705790144201864311692499643541322119114790281369411760856,0.014705790144201864311692499643541322119114790281369411760857,18/289,0.013048442906574394,0.013048442906574394463667820069204152249134948096885813148788,0.013048442906574394463667820069204152249134948096885813148789,0 <= lambda <= 1/4; canonical P12,equal_weight_three_axis_cone,True,False
21/100,0.21,1/10,541/766,0.70626631853785901,0.706266318537859007832898172323759791122715404699738903394255,0.706266318537859007832898172323759791122715404699738903394256,0.72101160805862146,0.721011608058621456676269104961638251422727817570764579009544,0.721011608058621456676269104961638251422727817570764579009545,0.014745289520762449,0.014745289520762448843370932637878460300012412871025675615288,0.014745289520762448843370932637878460300012412871025675615289,18/289,0.013079584775086505,0.013079584775086505190311418685121107266435986159169550173010,0.013079584775086505190311418685121107266435986159169550173011,0 <= lambda <= 1/4; canonical P12,equal_weight_three_axis_cone,True,False
421/2000,0.2105,1/10,2704/3829,0.70618960564115957,0.706189605641159571689736223557064507704361452076260120135805,0.706189605641159571689736223557064507704361452076260120135806,0.72097441780343559,0.720974417803435590291651467174320453159543544019924297973562,0.720974417803435590291651467174320453159543544019924297973563,0.014784812162276019,0.014784812162276018601915243617255945455182091943664177837756,0.014784812162276018601915243617255945455182091943664177837757,18/289,0.013110726643598616,0.013110726643598615916955017301038062283737024221453287197231,0.013110726643598615916955017301038062283737024221453287197232,0 <= lambda <= 1/4; canonical P12,equal_weight_three_axis_cone,True,False
211/1000,0.211,1/10,901/1276,0.70611285266457680,0.706112852664576802507836990595611285266457680250783699059561,0.706112852664576802507836990595611285266457680250783699059562,0.72093721075142830,0.720937210751428302173154093153287597456890253684751065043094,0.720937210751428302173154093153287597456890253684751065043095,0.014824358086851500,0.014824358086851499665317102557676312190432573433967365983532,0.014824358086851499665317102557676312190432573433967365983533,18/289,0.013141868512110727,0.013141868512110726643598615916955017301038062283737024221453,0.013141868512110726643598615916955017301038062283737024221454,0 <= lambda <= 1/4; canonical P12,equal_weight_three_axis_cone,True,False
423/2000,0.2115,1/10,2702/3827,0.70603605957669193,0.706036059576691925790436373138228377319048863339430363208779,0.706036059576691925790436373138228377319048863339430363208780,0.72089998688930742,0.720899986889307417417178806666510783773152344786114205101544,0.720899986889307417417178806666510783773152344786114205101545,0.014863927312615492,0.014863927312615491626742433528282406454103481446683841892765,0.014863927312615491626742433528282406454103481446683841892766,18/289,0.013173010380622837,0.013173010380622837370242214532871972318339100346020761245674,0.013173010380622837370242214532871972318339100346020761245675,0 <= lambda <= 1/4; canonical P12,equal_weight_three_axis_cone,True,False
53/250,0.212,1/10,2701/3826,0.70595922634605332,0.705959226346053319393622582331416623105070569785676947203345,0.705959226346053319393622582331416623105070569785676947203346,0.72086274620376561,0.720862746203765607262092795904924433926334365928796726487507,0.720862746203765607262092795904924433926334365928796726487508,0.014903519857712288,0.014903519857712287868470213573507810821263796143119779284161,0.014903519857712287868470213573507810821263796143119779284162,18/289,0.013204152249134948,0.013204152249134948096885813148788927335640138408304498269896,0.013204152249134948096885813148788927335640138408304498269897,0 <= lambda <= 1/4; canonical P12,equal_weight_three_axis_cone,True,False
17/80,0.2125,1/10,12/17,0.70588235294117647,0.705882352941176470588235294117647058823529411764705882352941,0.705882352941176470588235294117647058823529411764705882352942,0.72082548868148037,0.720825488681480366449498188260894163431420975848048138048520,0.720825488681480366449498188260894163431420975848048138048521,0.014943135740303896,0.014943135740303895861262894143247104607891564083342255695579,0.014943135740303895861262894143247104607891564083342255695580,18/289,0.013235294117647059,0.013235294117647058823529411764705882352941176470588235294117,0.013235294117647058823529411764705882352941176470588235294118,0 <= lambda <= 1/4; canonical P12,equal_weight_three_axis_cone,True,False
213/1000,0.213,1/10,2699/3824,0.70580543933054393,0.705805439330543933054393305439330543933054393305439330543933,0.705805439330543933054393305439330543933054393305439330543934,0.72078821430911399,0.720788214309113990543592428441477946871279546883737040592780,0.720788214309113990543592428441477946871279546883737040592781,0.014982774978570057,0.014982774978570057489199123002147402938225153578297710048847,0.014982774978570057489199123002147402938225153578297710048848,18/289,0.013266435986159170,0.013266435986159169550173010380622837370242214532871972318339,0.013266435986159169550173010380622837370242214532871972318340,0 <= lambda <= 1/4; canonical P12,equal_weight_three_axis_cone,True,False
427/2000,0.2135,1/10,2698/3823,0.70572848548260528,0.705728485482605283808527334554015171331415119016479204812974,0.705728485482605283808527334554015171331415119016479204812975,0.72075092307331355,0.720750923073313553208526799015061830138231204931424276293798,0.720750923073313553208526799015061830138231204931424276293799,0.015022437590708269,0.015022437590708269399999464461046658806816085914945071480824,0.015022437590708269399999464461046658806816085914945071480825,18/289,0.013297577854671280,0.013297577854671280276816608996539792387543252595155709342560,0.013297577854671280276816608996539792387543252595155709342561,0 <= lambda <= 1/4; canonical P12,equal_weight_three_axis_cone,True,False
