lambda_exact,lambda_min,epsilon_exact,p_one_use_exact_rational,p_one_use,p_one_use_lower,p_one_use_upper,p_rep,p_rep_lower,p_rep_upper,gap,gap_lower,gap_upper,asymptote_slope_exact,linear_asymptote,linear_asymptote_lower,linear_asymptote_upper,exact_one_use_domain,geometry,full_span,all_code_capacity_boundary
11/80,0.1375,1/10,38/53,0.71698113207547170,0.716981132075471698113207547169811320754716981132075471698113,0.716981132075471698113207547169811320754716981132075471698114,0.72623301645472435,0.726233016454724345436752185013176526662370665583705509075739,0.726233016454724345436752185013176526662370665583705509075740,0.0092518843792526473,0.009251884379252647323544637843365205907653684451630037377625,0.009251884379252647323544637843365205907653684451630037377626,18/289,0.0085640138408304498,0.008564013840830449826989619377162629757785467128027681660899,0.008564013840830449826989619377162629757785467128027681660900,0 <= lambda <= 1/4; canonical P12,equal_weight_three_axis_cone,True,False
69/500,0.138,1/10,2849/3974,0.71690991444388525,0.716909914443885254151987921489682939104177151484650226472068,0.716909914443885254151987921489682939104177151484650226472069,0.72619812848901002,0.726198128489010016538615669984143188371287585738824380047673,0.726198128489010016538615669984143188371287585738824380047674,0.0092882140451247624,0.009288214045124762386627748494460249267110434254174153575604,0.009288214045124762386627748494460249267110434254174153575605,18/289,0.0085951557093425606,0.008595155709342560553633217993079584775086505190311418685121,0.008595155709342560553633217993079584775086505190311418685122,0 <= lambda <= 1/4; canonical P12,equal_weight_three_axis_cone,True,False
277/2000,0.1385,1/10,2848/3973,0.71683866096149006,0.716838660961490057890762647873143720110747545935061666247168,0.716838660961490057890762647873143720110747545935061666247169,0.72616322550442348,0.726163225504423479718306471105408307353035843292860539105107,0.726163225504423479718306471105408307353035843292860539105108,0.0093245645429334218,0.009324564542933421827543823232264587242288297357798872857939,0.009324564542933421827543823232264587242288297357798872857940,18/289,0.0086262975778546713,0.008626297577854671280276816608996539792387543252595155709342,0.008626297577854671280276816608996539792387543252595155709343,0 <= lambda <= 1/4; canonical P12,equal_weight_three_axis_cone,True,False
139/1000,0.139,1/10,949/1324,0.71676737160120846,0.716767371601208459214501510574018126888217522658610271903323,0.716767371601208459214501510574018126888217522658610271903324,0.72612830748965032,0.726128307489650324128829526079627739322602822667472719180966,0.726128307489650324128829526079627739322602822667472719180967,0.0093609358884418649,0.009360935888441864914328015505609612434385300008862447277643,0.009360935888441864914328015505609612434385300008862447277644,18/289,0.0086574394463667820,0.008657439446366782006920415224913494809688581314878892733564,0.008657439446366782006920415224913494809688581314878892733565,0 <= lambda <= 1/4; canonical P12,equal_weight_three_axis_cone,True,False
279/2000,0.1395,1/10,2846/3971,0.71669604633593553,0.716696046335935532611432888441198690506169730546461848400906,0.716696046335935532611432888441198690506169730546461848400907,0.72609337443336387,0.726093374433363867927048503367494731504544509424023279520107,0.726093374433363867927048503367494731504544509424023279520108,0.0093973280974283353,0.009397328097428335315615614926296040998374778877561431119200,0.009397328097428335315615614926296040998374778877561431119201,18/289,0.0086885813148788927,0.008688581314878892733564013840830449826989619377162629757785,0.008688581314878892733564013840830449826989619377162629757786,0 <= lambda <= 1/4; canonical P12,equal_weight_three_axis_cone,True,False
7/50,0.14,1/10,569/794,0.71662468513853904,0.716624685138539042821158690176322418136020151133501259445843,0.716624685138539042821158690176322418136020151133501259445844,0.72605842632422514,0.726058426324225140842394632895538926441896396107774674230789,0.726058426324225140842394632895538926441896396107774674230790,0.0094337411856860980,0.009433741185686098021235942719216508305876244974273414784945,0.009433741185686098021235942719216508305876244974273414784946,18/289,0.0087197231833910035,0.008719723183391003460207612456747404844290657439446366782006,0.008719723183391003460207612456747404844290657439446366782007,0 <= lambda <= 1/4; canonical P12,equal_weight_three_axis_cone,True,False
281/2000,0.1405,1/10,316/441,0.71655328798185941,0.716553287981859410430839002267573696145124716553287981859410,0.716553287981859410430839002267573696145124716553287981859411,0.72602346315088287,0.726023463150882866714901919017208632724161506313598989930821,0.726023463150882866714901919017208632724161506313598989930822,0.0094701751690234563,0.009470175169023456284062916749634936579036789760311008071410,0.009470175169023456284062916749634936579036789760311008071411,18/289,0.0087508650519031142,0.008750865051903114186851211072664359861591695501730103806228,0.008750865051903114186851211072664359861591695501730103806229,0 <= lambda <= 1/4; canonical P12,equal_weight_three_axis_cone,True,False
141/1000,0.141,1/10,2843/3968,0.71648185483870968,0.716481854838709677419354838709677419354838709677419354838709,0.716481854838709677419354838709677419354838709677419354838710,0.72598848490197345,0.725988484901973446002504285807232050678121209921323439303460,0.725988484901973446002504285807232050678121209921323439303461,0.0095066300632637686,0.009506630063263768583149447097554631323282500243904084464751,0.009506630063263768583149447097554631323282500243904084464752,18/289,0.0087820069204152249,0.008782006920415224913494809688581314878892733564013840830449,0.008782006920415224913494809688581314878892733564013840830450,0 <= lambda <= 1/4; canonical P12,equal_weight_three_axis_cone,True,False
283/2000,0.1415,1/10,2842/3967,0.71641038568187547,0.716410385681875472649357196874212251071338542979581547769095,0.716410385681875472649357196874212251071338542979581547769096,0.72595349156612094,0.725953491566120938257530047228448366638263415251686268970016,0.725953491566120938257530047228448366638263415251686268970017,0.0095431058842454656,0.009543105884245465608172850354236115566924872272104721200921,0.009543105884245465608172850354236115566924872272104721200922,18/289,0.0088131487889273356,0.008813148788927335640138408304498269896193771626297577854671,0.008813148788927335640138408304498269896193771626297577854672,0 <= lambda <= 1/4; canonical P12,equal_weight_three_axis_cone,True,False
71/500,0.142,1/10,947/1322,0.71633888048411498,0.716338880484114977307110438729198184568835098335854765506807,0.716338880484114977307110438729198184568835098335854765506808,0.72591848313193704,0.725918483131937044572328936730104512078131137824855122519921,0.725918483131937044572328936730104512078131137824855122519922,0.0095796026478220673,0.009579602647822067265218498000906327509296039489000357013113,0.009579602647822067265218498000906327509296039489000357013114,18/289,0.0088442906574394464,0.008844290657439446366782006920415224913494809688581314878892,0.008844290657439446366782006920415224913494809688581314878893,0 <= lambda <= 1/4; canonical P12,equal_weight_three_axis_cone,True,False
57/400,0.1425,1/10,568/793,0.71626733921815889,0.716267339218158890290037831021437578814627994955863808322824,0.716267339218158890290037831021437578814627994955863808322825,0.72588345958802109,0.725883459588021089993966772415650474751707699492051438753581,0.725883459588021089993966772415650474751707699492051438753582,0.0096161203698621997,0.009616120369862199703928941394212895937079704536187630430757,0.009616120369862199703928941394212895937079704536187630430758,18/289,0.0088754325259515571,0.008875432525951557093425605536332179930795847750865051903114,0.008875432525951557093425605536332179930795847750865051903115,0 <= lambda <= 1/4; canonical P12,equal_weight_three_axis_cone,True,False
143/1000,0.143,1/10,2839/3964,0.71619576185671039,0.716195761856710393541876892028254288597376387487386478304742,0.716195761856710393541876892028254288597376387487386478304743,0.72584842092296001,0.725848420922960005907922675054953103213360721925440647296768,0.725848420922960005907922675054953103213360721925440647296769,0.0096526590662496124,0.009652659066249612366045783026698814615984334438054168992025,0.009652659066249612366045783026698814615984334438054168992026,18/289,0.0089065743944636678,0.008906574394463667820069204152249134948096885813148788927335,0.008906574394463667820069204152249134948096885813148788927336,0 <= lambda <= 1/4; canonical P12,equal_weight_three_axis_cone,True,False
287/2000,0.1435,1/10,946/1321,0.71612414837244512,0.716124148372445117335352006056018168054504163512490537471612,0.716124148372445117335352006056018168054504163512490537471613,0.72581336712532831,0.725813367125328312390723596909198304474375250024995800863619,0.725813367125328312390723596909198304474375250024995800863620,0.0096892187528831951,0.009689218752883195055371590853180136419871086512505263392006,0.009689218752883195055371590853180136419871086512505263392007,18/289,0.0089377162629757785,0.008937716262975778546712802768166089965397923875432525951557,0.008937716262975778546712802768166089965397923875432525951558,0 <= lambda <= 1/4; canonical P12,equal_weight_three_axis_cone,True,False
18/125,0.144,1/10,2837/3962,0.71605249873801111,0.716052498738011105502271580010095911155981827359919232710752,0.716052498738011105502271580010095911155981827359919232710753,0.72577829818368810,0.725778298183688100531450759585172505159492656593831808391715,0.725778298183688100531450759585172505159492656593831808391716,0.0097257994456769950,0.009725799445676995029179179575076594003510829233912575680963,0.009725799445676995029179179575076594003510829233912575680964,18/289,0.0089688581314878893,0.008968858131487889273356401384083044982698961937716262975778,0.008968858131487889273356401384083044982698961937716262975779,0 <= lambda <= 1/4; canonical P12,equal_weight_three_axis_cone,True,False
289/2000,0.1445,1/10,2836/3961,0.71598081292602878,0.715980812926028780610956829083564756374652865438020701842968,0.715980812926028780610956829083564756374652865438020701842969,0.72574321408658901,0.725743214086589014722052438937709486101140865397574977522619,0.725743214086589014722052438937709486101140865397574977522620,0.0097624011605602341,0.009762401160560234111095609854144729726487999959554275679650,0.009762401160560234111095609854144729726487999959554275679651,18/289,0.0090000000000000000,0.008999999999999999999999999999999999999999999999999999999999,0.009000000000000000000000000000000000000000000000000000000001,0 <= lambda <= 1/4; canonical P12,equal_weight_three_axis_cone,True,False
29/200,0.145,1/10,63/88,0.71590909090909091,0.715909090909090909090909090909090909090909090909090909090909,0.715909090909090909090909090909090909090909090909090909090910,0.72570811482256823,0.725708114822568234916397374393456595714956802819591636605277,0.725708114822568234916397374393456595714956802819591636605278,0.0097990239134773258,0.009799023913477325825488283484365686624047711910500727514368,0.009799023913477325825488283484365686624047711910500727514369,18/289,0.0090311418685121107,0.009031141868512110726643598615916955017301038062283737024221,0.009031141868512110726643598615916955017301038062283737024222,0 <= lambda <= 1/4; canonical P12,equal_weight_three_axis_cone,True,False
291/2000,0.1455,1/10,2834/3959,0.71583733265976257,0.715837332659762566304622379388734528921444809295276584996211,0.715837332659762566304622379388734528921444809295276584996212,0.72567300038015046,0.725673000380150458858002918974348397035036093273679466408756,0.725673000380150458858002918974348397035036093273679466408757,0.0098356677203878926,0.009835667720387892553380539585613868113591283978402881412545,0.009835667720387892553380539585613868113591283978402881412546,18/289,0.0090622837370242215,0.009062283737024221453287197231833910034602076124567474048442,0.009062283737024221453287197231833910034602076124567474048443,0 <= lambda <= 1/4; canonical P12,equal_weight_three_axis_cone,True,False
73/500,0.146,1/10,2833/3958,0.71576553815058110,0.715765538150581101566447700859019706922688226376958059626073,0.715765538150581101566447700859019706922688226376958059626074,0.72563787074784788,0.725637870747847884276371884753864597929492635711922617970512,0.725637870747847884276371884753864597929492635711922617970513,0.0098723325972667827,0.009872332597266782709924183894844891006804409334964558344438,0.009872332597266782709924183894844891006804409334964558344439,18/289,0.0090934256055363322,0.009093425605536332179930795847750865051903114186851211072664,0.009093425605536332179930795847750865051903114186851211072665,0 <= lambda <= 1/4; canonical P12,equal_weight_three_axis_cone,True,False
293/2000,0.1465,1/10,944/1319,0.71569370735405610,0.715693707354056103108415466262319939347990902198635329795299,0.715693707354056103108415466262319939347990902198635329795300,0.72560272591416019,0.725602725914160191051871876481876318594014526295055488609065,0.725602725914160191051871876481876318594014526295055488609066,0.0099090185601040879,0.009909018560104087943456410219556379246023624096420158813766,0.009909018560104087943456410219556379246023624096420158813767,18/289,0.0091245674740484429,0.009124567474048442906574394463667820069204152249134948096885,0.009124567474048442906574394463667820069204152249134948096886,0 <= lambda <= 1/4; canonical P12,equal_weight_three_axis_cone,True,False
147/1000,0.147,1/10,2831/3956,0.71562184024266936,0.715621840242669362992922143579373104145601617795753286147623,0.715621840242669362992922143579373104145601617795753286147624,0.72556756586757452,0.725567565867574523349090743663229084699333967605794076858005,0.725567565867574523349090743663229084699333967605794076858006,0.0099457256249051604,0.009945725624905160356168600083855980553732349810040790710381,0.009945725624905160356168600083855980553732349810040790710382,18/289,0.0091557093425605536,0.009155709342560553633217993079584775086505190311418685121107,0.009155709342560553633217993079584775086505190311418685121108,0 <= lambda <= 1/4; canonical P12,equal_weight_three_axis_cone,True,False
59/400,0.1475,1/10,566/791,0.71554993678887484,0.715549936788874841972187104930467762326169405815423514538558,0.715549936788874841972187104930467762326169405815423514538559,0.72553239059656547,0.725532390596565471718601618469746154262664963946147826893222,0.725532390596565471718601618469746154262664963946147826893223,0.0099824538076906297,0.009982453807690629746414513539278391936495558130724312354663,0.009982453807690629746414513539278391936495558130724312354664,18/289,0.0091868512110726644,0.009186851211072664359861591695501730103806228373702422145328,0.009186851211072664359861591695501730103806228373702422145329,0 <= lambda <= 1/4; canonical P12,equal_weight_three_axis_cone,True,False
37/250,0.148,1/10,943/1318,0.71547799696509863,0.715477996965098634294385432473444613050075872534142640364188,0.715477996965098634294385432473444613050075872534142640364189,0.72549720008959506,0.725497200089595055167070843503630664017103959015186811890096,0.725497200089595055167070843503630664017103959015186811890097,0.010019203124496421,0.010019203124496420872685411030186050967028086481044171525908,0.010019203124496420872685411030186050967028086481044171525909,18/289,0.0092179930795847751,0.009217993079584775086505190311418685121107266435986159169550,0.009217993079584775086505190311418685121107266435986159169551,0 <= lambda <= 1/4; canonical P12,equal_weight_three_axis_cone,True,False
297/2000,0.1485,1/10,2828/3953,0.71540602074373893,0.715406020743738932456362256514039969643308879332152795345307,0.715406020743738932456362256514039969643308879332152795345308,0.72546199433511270,0.725461994335112703195641929610863387090350839386798412556479,0.725461994335112703195641929610863387090350839386798412556480,0.010055973591373771,0.010055973591373770739279673096823417447041960054645617211172,0.010055973591373770739279673096823417447041960054645617211173,18/289,0.0092491349480968858,0.009249134948096885813148788927335640138408304498269896193771,0.009249134948096885813148788927335640138408304498269896193772,0 <= lambda <= 1/4; canonical P12,equal_weight_three_axis_cone,True,False
149/1000,0.149,1/10,2827/3952,0.71533400809716599,0.715334008097165991902834008097165991902834008097165991902834,0.715334008097165991902834008097165991902834008097165991902835,0.72542677332155524,0.725426773321555237806528519664693376998528905333583797536510,0.725426773321555237806528519664693376998528905333583797536511,0.010092765224389246,0.010092765224389245903694511567527385095694897236417805633676,0.010092765224389245903694511567527385095694897236417805633677,18/289,0.0092802768166089965,0.009280276816608996539792387543252595155709342560553633217993,0.009280276816608996539792387543252595155709342560553633217994,0 <= lambda <= 1/4; canonical P12,equal_weight_three_axis_cone,True,False
299/2000,0.1495,1/10,314/439,0.71526195899772210,0.715261958997722095671981776765375854214123006833712984054669,0.715261958997722095671981776765375854214123006833712984054670,0.72539153703734686,0.725391537037346855477749169500255141325678697479993897336210,0.725391537037346855477749169500255141325678697479993897336211,0.010129578039624760,0.010129578039624759805767392734879287111555690646280913281540,0.010129578039624759805767392734879287111555690646280913281541,18/289,0.0093114186851211073,0.009311418685121107266435986159169550173010380622837370242214,0.009311418685121107266435986159169550173010380622837370242215,0 <= lambda <= 1/4; canonical P12,equal_weight_three_axis_cone,True,False
3/20,0.15,1/10,113/158,0.71518987341772152,0.715189873417721518987341772151898734177215189873417721518987,0.715189873417721518987341772151898734177215189873417721518988,0.72535628547089911,0.725356285470899109105936591980266889806304856299440273607725,0.725356285470899109105936591980266889806304856299440273607726,0.010166412053177590,0.010166412053177590118594819828368155629089666426022552088737,0.010166412053177590118594819828368155629089666426022552088738,18/289,0.0093425605536332180,0.009342560553633217993079584775086505190311418685121107266435,0.009342560553633217993079584775086505190311418685121107266436,0 <= lambda <= 1/4; canonical P12,equal_weight_three_axis_cone,True,False
301/2000,0.1505,1/10,2824/3949,0.71511775132945049,0.715117751329450493795897695619144087110660926816915674854393,0.715117751329450493795897695619144087110660926816915674854394,0.72532101861061089,0.725321018610610889917153844507213403994369829185906985737160,0.725321018610610889917153844507213403994369829185906985737161,0.010203267281160396,0.010203267281160396121256148888069316883708902368991310882766,0.010203267281160396121256148888069316883708902368991310882767,18/289,0.0093737024221453287,0.009373702422145328719723183391003460207612456747404844290657,0.009373702422145328719723183391003460207612456747404844290658,0 <= lambda <= 1/4; canonical P12,equal_weight_three_axis_cone,True,False
151/1000,0.151,1/10,941/1316,0.71504559270516717,0.715045592705167173252279635258358662613981762917933130699088,0.715045592705167173252279635258358662613981762917933130699089,0.72528573644486841,0.725285736444868409345649774167932648195621920569739424961015,0.725285736444868409345649774167932648195621920569739424961016,0.010240143739701236,0.010240143739701236093370138909573985581640157651806294261927,0.010240143739701236093370138909573985581640157651806294261928,18/289,0.0094048442906574394,0.009404844290657439446366782006920415224913494809688581314878,0.009404844290657439446366782006920415224913494809688581314879,0 <= lambda <= 1/4; canonical P12,equal_weight_three_axis_cone,True,False
303/2000,0.1515,1/10,2822/3947,0.71497339751710160,0.714973397517101596148973904231061565746136306055231821636686,0.714973397517101596148973904231061565746136306055231821636687,0.72525043896204518,0.725250438962045180880485868100640733903822023661620965050043,0.725250438962045180880485868100640733903822023661620965050044,0.010277041444943585,0.010277041444943584731511963869579168157685717606389143413357,0.010277041444943584731511963869579168157685717606389143413358,18/289,0.0094359861591695502,0.009435986159169550173010380622837370242214532871972318339100,0.009435986159169550173010380622837370242214532871972318339101,0 <= lambda <= 1/4; canonical P12,equal_weight_three_axis_cone,True,False
19/125,0.152,1/10,2821/3946,0.71490116573745565,0.714901165737455651292448048656867714140902179422199695894576,0.714901165737455651292448048656867714140902179422199695894577,0.72521512615050200,0.725215126150502001879966489610673474073300423127032755763293,0.725215126150502001879966489610673474073300423127032755763294,0.010313960413046351,0.010313960413046350587518440953805759932398243704833059868716,0.010313960413046350587518440953805759932398243704833059868717,18/289,0.0094671280276816609,0.009467128027681660899653979238754325259515570934256055363321,0.009467128027681660899653979238754325259515570934256055363322,0 <= lambda <= 1/4; canonical P12,equal_weight_three_axis_cone,True,False
61/400,0.1525,1/10,188/263,0.71482889733840304,0.714828897338403041825095057034220532319391634980988593155893,0.714828897338403041825095057034220532319391634980988593155894,0.72517979799858694,0.725179797998586935353804313028117572251632609676051229263693,0.725179797998586935353804313028117572251632609676051229263694,0.010350900660183894,0.010350900660183893528709255993897039932240974695062636107799,0.010350900660183893528709255993897039932240974695062636107800,18/289,0.0094982698961937716,0.009498269896193771626297577854671280276816608996539792387543,0.009498269896193771626297577854671280276816608996539792387544,0 <= lambda <= 1/4; canonical P12,equal_weight_three_axis_cone,True,False
153/1000,0.153,1/10,2819/3944,0.71475659229208925,0.714756592292089249492900608519269776876267748478701825557809,0.714756592292089249492900608519269776876267748478701825557810,0.72514445449463529,0.725144454494635291712952602296568359686400344501611900576838,0.725144454494635291712952602296568359686400344501611900576839,0.010387862202546042,0.010387862202546042220051993777298582810132596022910075019028,0.010387862202546042220051993777298582810132596022910075019029,18/289,0.0095294117647058824,0.009529411764705882352941176470588235294117647058823529411764,0.009529411764705882352941176470588235294117647058823529411765,0 <= lambda <= 1/4; canonical P12,equal_weight_three_axis_cone,True,False
307/2000,0.1535,1/10,2818/3943,0.71468425057063150,0.714684250570631498858737002282525995434948009130103981739792,0.714684250570631498858737002282525995434948009130103981739793,0.72510909562696961,0.725109095626969610487035809805996597567461239176819838489902,0.725109095626969610487035809805996597567461239176819838489903,0.010424845056338112,0.010424845056338111628298807523470602132513230046715856750110,0.010424845056338111628298807523470602132513230046715856750111,18/289,0.0095605536332179931,0.009560553633217993079584775086505190311418685121107266435986,0.009560553633217993079584775086505190311418685121107266435987,0 <= lambda <= 1/4; canonical P12,equal_weight_three_axis_cone,True,False
77/500,0.154,1/10,313/438,0.71461187214611872,0.714611872146118721461187214611872146118721461187214611872146,0.714611872146118721461187214611872146118721461187214611872147,0.72507372138389964,0.725073721383899642009309803032641659835564324596193653133227,0.725073721383899642009309803032641659835564324596193653133228,0.010461849237780921,0.010461849237780920548122588420769513716842863408979041261081,0.010461849237780920548122588420769513716842863408979041261082,18/289,0.0095916955017301038,0.009591695501730103806228373702422145328719723183391003460207,0.009591695501730103806228373702422145328719723183391003460208,0 <= lambda <= 1/4; canonical P12,equal_weight_three_axis_cone,True,False
309/2000,0.1545,1/10,2816/3941,0.71453945699061152,0.714539456990611519918802334432885054554681552905353971073331,0.714539456990611519918802334432885054554681552905353971073332,0.72503833175372233,0.725038331753722329069082857123474624313104014122753948478847,0.725038331753722329069082857123474624313104014122753948478848,0.010498874763110809,0.010498874763110809150280522690589569758422461217399977405516,0.010498874763110809150280522690589569758422461217399977405517,18/289,0.0096228373702422145,0.009622837370242214532871972318339100346020761245674740484429,0.009622837370242214532871972318339100346020761245674740484430,0 <= lambda <= 1/4; canonical P12,equal_weight_three_axis_cone,True,False
31/200,0.155,1/10,563/788,0.71446700507614213,0.714467005076142131979695431472081218274111675126903553299492,0.714467005076142131979695431472081218274111675126903553299493,0.72500292672472179,0.725002926724721788531528381660589387473695787435566149037901,0.725002926724721788531528381660589387473695787435566149037902,0.010535921648579657,0.010535921648579656551832950188508169199584112308662595738408,0.010535921648579656551832950188508169199584112308662595738409,18/289,0.0096539792387543253,0.009653979238754325259515570934256055363321799307958477508650,0.009653979238754325259515570934256055363321799307958477508651,0 <= lambda <= 1/4; canonical P12,equal_weight_three_axis_cone,True,False
311/2000,0.1555,1/10,938/1313,0.71439451637471439,0.714394516374714394516374714394516374714394516374714394516374,0.714394516374714394516374714394516374714394516374714394516375,0.72496750628516929,0.724967506285169292924820179460374563184026651937209114984838,0.724967506285169292924820179460374563184026651937209114984839,0.010572989910454898,0.010572989910454898408445465065858188469632135562494720468463,0.010572989910454898408445465065858188469632135562494720468464,18/289,0.0096851211072664360,0.009685121107266435986159169550173010380622837370242214532871,0.009685121107266435986159169550173010380622837370242214532872,0 <= lambda <= 1/4; canonical P12,equal_weight_three_axis_cone,True,False
39/250,0.156,1/10,2813/3938,0.71432199085830371,0.714321990858303707465718638902996444895886236668359573387506,0.714321990858303707465718638902996444895886236668359573387507,0.72493207042332325,0.724932070423323251994520864401980011090749682464823034426530,0.724932070423323251994520864401980011090749682464823034426531,0.010610079565019545,0.010610079565019544528802225498983566194863445796463461039024,0.010610079565019544528802225498983566194863445796463461039025,18/289,0.0097162629757785467,0.009716262975778546712802768166089965397923875432525951557093,0.009716262975778546712802768166089965397923875432525951557094,0 <= lambda <= 1/4; canonical P12,equal_weight_three_axis_cone,True,False
313/2000,0.1565,1/10,2812/3937,0.71424942849885700,0.714249428498856997713995427990855981711963423926847853695707,0.714249428498856997713995427990855981711963423926847853695708,0.72489661912742919,0.724896619127429194225153893937900429021675510626503370610435,0.724896619127429194225153893937900429021675510626503370610436,0.010647190628572197,0.010647190628572196511158465947044447309712086699655516914727,0.010647190628572196511158465947044447309712086699655516914728,18/289,0.0097474048442906574,0.009747404844290657439446366782006920415224913494809688581314,0.009747404844290657439446366782006920415224913494809688581315,0 <= lambda <= 1/4; canonical P12,equal_weight_three_axis_cone,True,False
157/1000,0.157,1/10,937/1312,0.71417682926829268,0.714176829268292682926829268292682926829268292682926829268292,0.714176829268292682926829268292682926829268292682926829268293,0.72486115238571975,0.724861152385719748328889500114930258461625037528919551148709,0.724861152385719748328889500114930258461625037528919551148710,0.010684323117427065,0.010684323117427065402060231822247331632356744845992721880417,0.010684323117427065402060231822247331632356744845992721880418,18/289,0.0097785467128027682,0.009778546712802768166089965397923875432525951557093425605536,0.009778546712802768166089965397923875432525951557093425605537,0 <= lambda <= 1/4; canonical P12,equal_weight_three_axis_cone,True,False
63/400,0.1575,1/10,562/787,0.71410419313850064,0.714104193138500635324015247776365946632782719186785260482846,0.714104193138500635324015247776365946632782719186785260482847,0.72482567018641462,0.724825670186414624701274630624769554437497555465357830174631,0.724825670186414624701274630624769554437497555465357830174632,0.010721477047913989,0.010721477047913989377259382848403607804714836278572569691785,0.010721477047913989377259382848403607804714836278572569691786,18/289,0.0098096885813148789,0.009809688581314878892733564013840830449826989619377162629757,0.009809688581314878892733564013840830449826989619377162629758,0 <= lambda <= 1/4; canonical P12,equal_weight_three_axis_cone,True,False
79/500,0.158,1/10,2809/3934,0.71403152008134215,0.714031520081342145399084900864260294865277071682765632943568,0.714031520081342145399084900864260294865277071682765632943569,0.72479017251772060,0.724790172517720596843936838608644440804835708180242191981190,0.724790172517720596843936838608644440804835708180242191981191,0.010758652436378451,0.010758652436378451444851937744384145939558636497476559037621,0.010758652436378451444851937744384145939558636497476559037622,18/289,0.0098408304498269896,0.009840830449826989619377162629757785467128027681660899653979,0.009840830449826989619377162629757785467128027681660899653980,0 <= lambda <= 1/4; canonical P12,equal_weight_three_axis_cone,True,False
317/2000,0.1585,1/10,312/437,0.71395881006864989,0.713958810068649885583524027459954233409610983981693363844393,0.713958810068649885583524027459954233409610983981693363844394,0.72475465936783148,0.724754659367831482754191886657907886155387373750966110139042,0.724754659367831482754191886657907886155387373750966110139043,0.010795849299181597,0.010795849299181597170667859197953652745776389769272746294648,0.010795849299181597170667859197953652745776389769272746294649,18/289,0.0098719723183391003,0.009871972318339100346020761245674740484429065743944636678200,0.009871972318339100346020761245674740484429065743944636678201,0 <= lambda <= 1/4; canonical P12,equal_weight_three_axis_cone,True,False
159/1000,0.159,1/10,2807/3932,0.71388606307222787,0.713886063072227873855544252288911495422177009155645981688708,0.713886063072227873855544252288911495422177009155645981688709,0.72471913072492813,0.724719130724928126281484656681160948018879881016028252237346,0.724719130724928126281484656681160948018879881016028252237347,0.010833067652700252,0.010833067652700252425940404392249452596702871860382270548638,0.010833067652700252425940404392249452596702871860382270548639,18/289,0.0099031141868512111,0.009903114186851211072664359861591695501730103806228373702422,0.009903114186851211072664359861591695501730103806228373702423,0 <= lambda <= 1/4; canonical P12,equal_weight_three_axis_cone,True,False
319/2000,0.1595,1/10,2806/3931,0.71381327906385144,0.713813279063851437293309590435003815822945815314169422538794,0.713813279063851437293309590435003815822945815314169422538795,0.72468358657717838,0.724683586577178378450592783046430052837712873115303834451388,0.724683586577178378450592783046430052837712873115303834451389,0.010870307513326941,0.010870307513326941157283192611426237014767057801134411912594,0.010870307513326941157283192611426237014767057801134411912595,18/289,0.0099342560553633218,0.009934256055363321799307958477508650519031141868512110726643,0.009934256055363321799307958477508650519031141868512110726644,0 <= lambda <= 1/4; canonical P12,equal_weight_three_axis_cone,True,False
4/25,0.16,1/10,187/262,0.71374045801526718,0.713740458015267175572519083969465648854961832061068702290076,0.713740458015267175572519083969465648854961832061068702290077,0.72464802691273708,0.724648026912737078751522251652795549852579867317795260775708,0.724648026912737078751522251652795549852579867317795260775709,0.010907568897469903,0.010907568897469903179003167683329900997618035256726558485631,0.010907568897469903179003167683329900997618035256726558485632,18/289,0.0099653979238754325,0.009965397923875432525951557093425605536332179930795847750865,0.009965397923875432525951557093425605536332179930795847750866,0 <= lambda <= 1/4; canonical P12,equal_weight_three_axis_cone,True,False
321/2000,0.1605,1/10,2804/3929,0.71366759989819292,0.713667599898192924408246373122932043777042504454059557139221,0.713667599898192924408246373122932043777042504454059557139222,0.72461245171974604,0.724612451719746036396024032338028455248281441990144911794388,0.724612451719746036396024032338028455248281441990144911794389,0.010944851821553112,0.010944851821553111987777659215096411471238937536085354655167,0.010944851821553111987777659215096411471238937536085354655168,18/289,0.0099965397923875433,0.009996539792387543252595155709342560553633217993079584775086,0.009996539792387543252595155709342560553633217993079584775087,0 <= lambda <= 1/4; canonical P12,equal_weight_three_axis_cone,True,False
161/1000,0.161,1/10,2803/3928,0.71359470468431772,0.713594704684317718940936863543788187372708757637474541751527,0.713594704684317718940936863543788187372708757637474541751528,0.72457686098633401,0.724576860986334011540660636285688237296218799332438898006223,0.724576860986334011540660636285688237296218799332438898006224,0.010982156302016293,0.010982156302016292599723772741900049923510041694964356254695,0.010982156302016292599723772741900049923510041694964356254696,18/289,0.010027681660899654,0.010027681660899653979238754325259515570934256055363321799307,0.010027681660899653979238754325259515570934256055363321799308,0 <= lambda <= 1/4; canonical P12,equal_weight_three_axis_cone,True,False
323/2000,0.1615,1/10,934/1309,0.71352177234530176,0.713521772345301757066462948815889992360580595874713521772345,0.713521772345301757066462948815889992360580595874713521772346,0.72454125470061670,0.724541254700616696476351313855191402982992329086909449078133,0.724541254700616696476351313855191402982992329086909449078134,0.011019482355314939,0.011019482355314939409888365039301410622411733212195927305788,0.011019482355314939409888365039301410622411733212195927305789,18/289,0.010058823529411765,0.010058823529411764705882352941176470588235294117647058823529,0.010058823529411764705882352941176470588235294117647058823530,0 <= lambda <= 1/4; canonical P12,equal_weight_three_axis_cone,True,False
