epsilon_exact,epsilon,a_exact,c_exact,lambda_min_exact,loss_L,p_cert,p_cert_lower,p_cert_upper,p_rep,p_rep_lower,p_rep_upper,certified_width,certified_width_lower,certified_width_upper,theorem_applies,endpoint_kind,lower_p_endpoint_included,upper_p_endpoint_included,ensemble,exact_capacity_boundary
737/2000,0.3685,69169/1000000,930831/1000000,1/3,0.94175097286341943,0.51451166403860155,0.514511664038601551335573486943810984797214416844585492222751,0.514511664038601551335573486943810984797214416844585492222752,0.51499909822387861,0.514999098223878614597960308476086199970959043008841494543733,0.514999098223878614597960308476086199970959043008841494543734,0.00048743418527706326,0.000487434185277063262386821532275215173744626164256002320982,0.000487434185277063262386821532275215173744626164256002320983,True,interior,True,False,equally_weighted_Pauli_axes,False
369/1000,0.369,17161/250000,232839/250000,1/3,0.94219774765931136,0.51439684203976825,0.514396842039768246128352154161109707509656818471258570231194,0.514396842039768246128352154161109707509656818471258570231195,0.51488063005179325,0.514880630051793253372052117065453565974980528431109676685741,0.514880630051793253372052117065453565974980528431109676685742,0.00048378801202500724,0.000483788012025007243699962904343858465323709959851106454546,0.000483788012025007243699962904343858465323709959851106454547,True,interior,True,False,equally_weighted_Pauli_axes,False
739/2000,0.3695,68121/1000000,931879/1000000,1/3,0.94264274841496582,0.51428253159898433,0.514282531598984328381001513675689856362428100668289466361794,0.514282531598984328381001513675689856362428100668289466361795,0.51476268645684671,0.514762686456846711025464396770132011485183995874959104005094,0.514762686456846711025464396770132011485183995874959104005095,0.00048015485786238264,0.000480154857862382644462883094442155122755895206669637643300,0.000480154857862382644462883094442155122755895206669637643301,True,interior,True,False,equally_weighted_Pauli_axes,False
37/100,0.37,169/2500,2331/2500,1/3,0.94308597598297354,0.51416873179560127,0.514168731795601267129985411693731157075043615550389495813413,0.514168731795601267129985411693731157075043615550389495813414,0.51464526652976193,0.514645266529761927543721971381224038215439350166667648880097,0.514645266529761927543721971381224038215439350166667648880098,0.00047653473416066041,0.000476534734160660413736559687492881140395734616278153066683,0.000476534734160660413736559687492881140395734616278153066684,True,interior,True,False,equally_weighted_Pauli_axes,False
741/2000,0.3705,67081/1000000,932919/1000000,1/3,0.94352743121211939,0.51405544171395531,0.514055441713955306989604435815488497613259471710868040495263,0.514055441713955306989604435815488497613259471710868040495264,0.51452836936617364,0.514528369366173642023165034038084200511875372262803567337711,0.514528369366173642023165034038084200511875372262803567337712,0.00047292765221833503,0.000472927652218335033560598222595702898615900551935526842448,0.000472927652218335033560598222595702898615900551935526842449,True,interior,True,False,equally_weighted_Pauli_axes,False
371/1000,0.371,16641/250000,233359/250000,1/3,0.94396711494738912,0.51394266044334799,0.513942660443347992617142269203025533983148024646028815927504,0.513942660443347992617142269203025533983148024646028815927505,0.51441199406660934,0.514411994066609336596928404660066999344941274127918728364414,0.514411994066609336596928404660066999344941274127918728364415,0.00046933362326134398,0.000469333623261343979786135457041465361793249481889912436910,0.000469333623261343979786135457041465361793249481889912436911,True,interior,True,False,equally_weighted_Pauli_axes,False
743/2000,0.3715,66049/1000000,933951/1000000,1/3,0.94440502802997599,0.51383038707802682,0.513830387078026824224579129055766385822321683801281069062981,0.513830387078026824224579129055766385822321683801281069062982,0.51429613973647031,0.514296139736470308031063708564945753261076427188167026189425,0.514296139736470308031063708564945753261076427188167026189426,0.00046575265844348381,0.000465752658443483806484579509179367438754743386885957126443,0.000465752658443483806484579509179367438754743386885957126444,True,interior,True,False,equally_weighted_Pauli_axes,False
93/250,0.372,1024/15625,14601/15625,1/3,0.94484117129728747,0.51371862071716604,0.513718620717166043326715752554830510059427924152565321566238,0.513718620717166043326715752554830510059427924152565321566239,0.51418080548601287,0.514180805486012866207637426198347115387337163571654527595102,0.514180805486012866207637426198347115387337163571654527595103,0.00046218476884682288,0.000462184768846822880921673643516605327909239419089206028864,0.000462184768846822880921673643516605327909239419089206028865,True,interior,True,False,equally_weighted_Pauli_axes,False
149/400,0.3725,2601/40000,37399/40000,1/3,0.94527554558295179,0.51360736046484755,0.513607360464847547922253137000690453014156322853361619960653,0.513607360464847547922253137000690453014156322853361619960654,0.51406599043032966,0.514065990430329658718083561606468551650590912518075070104128,0.514065990430329658718083561606468551650590912518075070104129,0.00045862996548211080,0.000458629965482110795830424605778098636434589664713450143474,0.000458629965482110795830424605778098636434589664713450143475,True,interior,True,False,equally_weighted_Pauli_axes,False
373/1000,0.373,16129/250000,233871/250000,1/3,0.94570815171682452,0.51349660543004194,0.513496605430041936311018910944298466246425432233670671784972,0.513496605430041936311018910944298466246425432233670671784973,0.51395169368933112,0.513951693689331120796481919840974724389707102488828140353824,0.513951693689331120796481919840974724389707102488828140353825,0.00045508825928918449,0.000455088259289184485463008896676258143281670255157468568851,0.000455088259289184485463008896676258143281670255157468568852,True,interior,True,False,equally_weighted_Pauli_axes,False
747/2000,0.3735,64009/1000000,935991/1000000,1/3,0.94613899052499515,0.51338635472658968,0.513386354726589678757121368703339591813883510916715721600733,0.513386354726589678757121368703339591813883510916715721600734,0.51383791438772705,0.513837914387727049828772201826503071342183924395135526925738,0.513837914387727049828772201826503071342183924395135526925739,0.00045155966113737107,0.000451559661137371071650833123163479528300413478419805325005,0.000451559661137371071650833123163479528300413478419805325006,True,interior,True,False,equally_weighted_Pauli_axes,False
187/500,0.374,3969/62500,58531/62500,1/3,0.94656806282979353,0.51327660747318242,0.513276607473182416214347394924858593587137136633503017538862,0.513276607473182416214347394924858593587137136633503017538863,0.51372465165500830,0.513724651655008303680200844772120442460140288207625896462846,0.513724651655008303680200844772120442460140288207625896462847,0.00044804418182588747,0.000448044181825887465853449847261848873003151574122878923983,0.000448044181825887465853449847261848873003151574122878923984,True,interior,True,False,equally_weighted_Pauli_axes,False
749/2000,0.3745,63001/1000000,936999/1000000,1/3,0.94699536944979641,0.51316736279334439,0.513167362793344385336601286192332410204116561266031000493070,0.513167362793344385336601286192332410204116561266031000493071,0.51361190462542862,0.513611904625428622089532276945532332927786794626507674506386,0.513611904625428622089532276945532332927786794626507674506387,0.00044454183208423675,0.000444541832084236752930990753199922723670233360476674013315,0.000444541832084236752930990753199922723670233360476674013316,True,interior,True,False,equally_weighted_Pauli_axes,False
3/8,0.375,1/16,15/16,1/3,0.94742091119983382,0.51305861981541397,0.513058619815413969002608384763287401522783762556001455403647,0.513058619815413969002608384763287401522783762556001455403648,0.51349967243798657,0.513499672437986570384739532146354432793876643875876352136960,0.513499672437986570384739532146354432793876643875876352136961,0.00044105262257260138,0.000441052622572601382131147383067031271092881319874896733312,0.000441052622572601382131147383067031271092881319874896733313,True,interior,True,False,equally_weighted_Pauli_axes,False
751/2000,0.3755,62001/1000000,937999/1000000,1/3,0.94784468889099549,0.51295037767252537,0.512950377672525371590481011408557599165412859432790855328270,0.512950377672525371590481011408557599165412859432790855328271,0.51338795423640760,0.513387954236407604781021490784986335304500692487352489679506,0.513387954236407604781021490784986335304500692487352489679507,0.00043757656388223319,0.000437576563882233190540479376428736139087833054561634351236,0.000437576563882233190540479376428736139087833054561634351237,True,interior,True,False,equally_weighted_Pauli_axes,False
47/125,0.376,961/15625,14664/15625,1/3,0.94826670333063722,0.51284263550259042,0.512842635502590418244064950479962176248239078748990494394093,0.512842635502590418244064950479962176248239078748990494394094,0.51327674916912626,0.513276749169126258528075885110493245827399908147620789369744,0.513276749169126258528075885110493245827399908147620789369745,0.00043411366653584028,0.000434113666535840284010934630531069579160829398630294975650,0.000434113666535840284010934630531069579160829398630294975651,True,interior,True,False,equally_weighted_Pauli_axes,False
753/2000,0.3765,61009/1000000,938991/1000000,1/3,0.94868695532238721,0.51273539244828048,0.512735392448280477379253225726544044784366016983559543947611,0.512735392448280477379253225726544044784366016983559543947612,0.51316605638926845,0.513166056389268448179589124650859769477802933356364040414575,0.513166056389268448179589124650859769477802933356364040414576,0.00043066394098797080,0.000430663940987970800335898924315724693436916372804496466963,0.000430663940987970800335898924315724693436916372804496466964,True,interior,True,False,equally_weighted_Pauli_axes,False
377/1000,0.377,15129/250000,234871/250000,1/3,0.94910544566615238,0.51262864765700851,0.512628647657008505684670629535355572925359668092666627162302,0.512628647657008505684670629535355572925359668092666627162303,0.51305587505463390,0.513055875054633899263886458011575783316705103655242652111432,0.513055875054633899263886458011575783316705103655242652111433,0.00042722739762539358,0.000427227397625393579215828476220210391345435562576024949129,0.000427227397625393579215828476220210391345435562576024949130,True,interior,True,False,equally_weighted_Pauli_axes,False
151/400,0.3775,2401/40000,37599/40000,1/3,0.94952217515812463,0.51252240028091121,0.512522400280911214877297945337424780783596678709812054275935,0.512522400280911214877297945337424780783596678709812054275936,0.51294620432767869,0.512946204327678690640619477426184183964628992626867353138356,0.512946204327678690640619477426184183964628992626867353138357,0.00042380404676747576,0.000423804046767475763321532088759403181032313917055298862420,0.000423804046767475763321532088759403181032313917055298862421,True,interior,True,False,equally_weighted_Pauli_axes,False
189/500,0.378,3721/62500,58779/62500,1/3,0.94993714459078703,0.51241664947683136,0.512416649476831359479719541723766974509160898399882068978244,0.512416649476831359479719541723766974509160898399882068978245,0.51283704337549792,0.512837043375497916834252976449557399381757217293035696863554,0.512837043375497916834252976449557399381757217293035696863555,0.00042039389866655735,0.000420393898666557354533434725790424872596318893153627885310,0.000420393898666557354533434725790424872596318893153627885311,True,interior,True,False,equally_weighted_Pauli_axes,False
757/2000,0.3785,59049/1000000,940951/1000000,1/3,0.95035035475292010,0.51231139440630014,0.512311394406300144891742520937517911155303138383894417679705,0.512311394406300144891742520937517911155303138383894417679706,0.51272839136980847,0.512728391369808467640950167555966141850336453124373114682771,0.512728391369808467640950167555966141850336453124373114682772,0.00041699696350832275,0.000416996963508322749207646618448230695033314740478697003065,0.000416996963508322749207646618448230695033314740478697003066,True,interior,True,False,equally_weighted_Pauli_axes,False
379/1000,0.379,14641/250000,235359/250000,1/3,0.95076180642960792,0.51220663423551976,0.512206634235519755035150372231854114559482350838675260310504,0.512206634235519755035150372231854114559482350838675260310505,0.51262024748693192,0.512620247486931924311244728872076886442631763493676439206900,0.512620247486931924311244728872076886442631763493676439206901,0.00041361325141216928,0.000413613251412169276094356640222771883149412655001178896396,0.000413613251412169276094356640222771883149412655001178896397,True,interior,True,False,equally_weighted_Pauli_axes,False
759/2000,0.3795,58081/1000000,941919/1000000,1/3,0.95117150040224430,0.51210236813534600,0.512102368135345998856319605363368826263792604196566044227480,0.512102368135345998856319605363368826263792604196566044227481,0.51251261090777757,0.512512610907777571616630546717325899456518463552054244778790,0.512512610907777571616630546717325899456518463552054244778791,0.00041024277243157276,0.000410242772431572760310941353957073192725859355488200551310,0.000410242772431572760310941353957073192725859355488200551311,True,interior,True,False,equally_weighted_Pauli_axes,False
19/50,0.38,36/625,589/625,1/3,0.95157943744853884,0.51199859528127107,0.511998595281271074977344609409545315703943287874129479825945,0.511998595281271074977344609409545315703943287874129479825946,0.51240548081782553,0.512405480817825525113895817129198123570065662549931345204944,0.512405480817825525113895817129198123570065662549931345204945,0.00040688553655445014,0.000406885536554450136551207719652807866122374675801865378998,0.000406885536554450136551207719652807866122374675801865378999,True,interior,True,False,equally_weighted_Pauli_axes,False
761/2000,0.3805,57121/1000000,942879/1000000,1/3,0.95198561834252308,0.51189531485340645,0.511895314853406453792184480327141626151884803746434493780978,0.511895314853406453792184480327141626151884803746434493780979,0.51229885640710997,0.512298856407109972926677824473925476527354655125201324751642,0.512298856407109972926677824473925476527354655125201324751643,0.00040354155370351913,0.000403541553703519134493344146783850375469851378766830970664,0.000403541553703519134493344146783850375469851378766830970665,True,interior,True,False,equally_weighted_Pauli_axes,False
381/1000,0.381,14161/250000,235839/250000,1/3,0.95239004385455643,0.51179252603646588,0.511792526036465876310166265421995824560246044154075920488242,0.511792526036465876310166265421995824560246044154075920488243,0.51219273687020253,0.512192736870202531369318683260612717537304883685780229037114,0.512192736870202531369318683260612717537304883685780229037115,0.00040021083373665506,0.000400210833736655059152417838616892977058839531704308548872,0.000400210833736655059152417838616892977058839531704308548873,True,interior,True,False,equally_weighted_Pauli_axes,False
763/2000,0.3815,56169/1000000,943831/1000000,1/3,0.95279271475133226,0.51169022801974847,0.511690228019748469054952457500103153120165579404038278855489,0.511690228019748469054952457500103153120165579404038278855490,0.51208712140619571,0.512087121406195713743661060441056940160307358584978613736158,0.512087121406195713743661060441056940160307358584978613736159,0.00039689338644724469,0.000396893386447244688708602940953787040141779180940334880668,0.000396893386447244688708602940953787040141779180940334880669,True,interior,True,False,equally_weighted_Pauli_axes,False
191/500,0.382,3481/62500,59019/62500,1/3,0.95319363179588386,0.51158841999712197,0.511588419997121974332807104395731324372357797497120969276831,0.511588419997121974332807104395731324372357797497120969276832,0.51198200921868651,0.511982009218686511644936835269991963977946751250839952028267,0.511982009218686511644936835269991963977946751250839952028268,0.00039358922156453731,0.000393589221564537312129730874260639605588953753718982751436,0.000393589221564537312129730874260639605588953753718982751437,True,interior,True,False,equally_weighted_Pauli_axes,False
153/400,0.3825,2209/40000,37791/40000,1/3,0.95359279574759035,0.51148710116700610,0.511487101167006095189675044522854954582909913075036479235493,0.511487101167006095189675044522854954582909913075036479235494,0.51187739951576009,0.511877399515760088118371243184670178489280599641440341544364,0.511877399515760088118371243184670178489280599641440341544365,0.00039029834875399293,0.000390298348753992928696198661815223906370686566403862308870,0.000390298348753992928696198661815223906370686566403862308871,True,interior,True,False,equally_weighted_Pauli_axes,False
383/1000,0.383,13689/250000,236311/250000,1/3,0.95399020736218259,0.51138627073235595,0.511386270732355954382222995042047950371595641888138002262878,0.511386270732355954382222995042047950371595641888138002262879,0.51177329150997358,0.511773291509973582013550725636403720765032623114409203513308,0.511773291509973582013550725636403720765032623114409203513309,0.00038702077761762763,0.000387020777617627631327730594355770393436981226271201250430,0.000387020777617627631327730594355770393436981226271201250431,True,interior,True,False,equally_weighted_Pauli_axes,False
767/2000,0.3835,54289/1000000,945711/1000000,1/3,0.95438586739174911,0.51128592790064567,0.511285927900645666693579960474567064401804118451602278095826,0.511285927900645666693579960474567064401804118451602278095827,0.51166968441834002,0.511669684418340022888984901453643227413316473451512932667108,0.511669684418340022888984901453643227413316473451512932667109,0.00038375651769435620,0.000383756517694356195404940979076163011512354999910654571282,0.000383756517694356195404940979076163011512354999910654571283,True,interior,True,False,equally_weighted_Pauli_axes,False
48/125,0.384,841/15625,14784/15625,1/3,0.95477977658474188,0.51118607188385202,0.511186071883852023930058145808999428065636110247021056772602,0.511186071883852023930058145808999428065636110247021056772603,0.51156657746231236,0.511566577462312355824632214856980335932038548048482863419011,0.511566577462312355824632214856980335932038548048482863419012,0.00038050557846033189,0.000380505578460331894574069047980907866402437801461806646409,0.000380505578460331894574069047980907866402437801461806646410,True,interior,True,False,equally_weighted_Pauli_axes,False
769/2000,0.3845,53361/1000000,946639/1000000,1/3,0.95517193568598219,0.51108670189843829,0.511086701898438291940634694449359235604231589507168339163495,0.511086701898438291940634694449359235604231589507168339163496,0.51146396986776758,0.511463969867767575505455324088971385887597393062479027681728,0.511463969867767575505455324088971385887597393062479027681729,0.00037726796932928356,0.000377267969329283564820629639612150283365803555310688518233,0.000377267969329283564820629639612150283365803555310688518234,True,interior,True,False,equally_weighted_Pauli_axes,False
77/200,0.385,529/10000,9471/10000,1/3,0.95556234543666638,0.51098781716533812,0.510987817165338119006429568351202308953272425776305561572655,0.510987817165338119006429568351202308953272425776305561572656,0.51136186086499097,0.511361860864990968944326591910746352666415365579609561917950,0.511361860864990968944326591910746352666415365579609561917951,0.00037404369965284994,0.000374043699652849937897023559544043713142939803304000345294,0.000374043699652849937897023559544043713142939803304000345295,True,interior,True,False,equally_weighted_Pauli_axes,False
771/2000,0.3855,52441/1000000,947559/1000000,1/3,0.95595100657437161,0.51088941690993955,0.510889416909939554952826181529259830258440633173902543152343,0.510889416909939554952826181529259830258440633173902543152344,0.51126024968866047,0.511260249688660466217816539883993502558375033832701665403653,0.511260249688660466217816539883993502558375033832701665403654,0.00037083277872091126,0.000370832778720911264990358354733672299934400658799122251310,0.000370832778720911264990358354733672299934400658799122251311,True,interior,True,False,equally_weighted_Pauli_axes,False
193/500,0.386,3249/62500,59251/62500,1/3,0.95633791983306160,0.51079150036206918,0.510791500362069180342249420533805189204061939900250938718137,0.510791500362069180342249420533805189204061939900250938718138,0.51115913557783110,0.511159135577831098593569243166813561534560548736205152565123,0.511159135577831098593569243166813561534560548736205152565124,0.00036763521576191825,0.000367635215761918251319822633008372330498608835954213846986,0.000367635215761918251319822633008372330498608835954213846987,True,interior,True,False,equally_weighted_Pauli_axes,False
773/2000,0.3865,51529/1000000,948471/1000000,1/3,0.95672308594309226,0.51069406675597635,0.510694066755976345110940863864492722869673362363205978405889,0.510694066755976345110940863864492722869673362363205978405890,0.51105851777591956,0.511058517775919563433098778153521810084679818975911927547555,0.511058517775919563433098778153521810084679818975911927547556,0.00036445101994321832,0.000364451019943218322157914289029087215006456612705949141665,0.000364451019943218322157914289029087215006456612705949141666,True,interior,True,False,equally_weighted_Pauli_axes,False
387/1000,0.387,12769/250000,237231/250000,1/3,0.95710650563121741,0.51059711533031752,0.510597115330317516018353769694707007038877403593768473894030,0.510597115330317516018353769694707007038877403593768473894031,0.51095839553068890,0.510958395530688895258930394260232550413533930596746802781015,0.510958395530688895258930394260232550413533930596746802781016,0.00036128020037137924,0.000361280200371379240576624565525543374656527002978328886985,0.000361280200371379240576624565525543374656527002978328886986,True,interior,True,False,equally_weighted_Pauli_axes,False
31/80,0.3875,81/1600,1519/1600,1/3,0.95748817962059436,0.51050064532814073,0.510500645328140732283031156535250234230662062010645559139578,0.510500645328140732283031156535250234230662062010645559139579,0.51085876809423324,0.510858768094233242380059462055392402386773341664118150262566,0.510858768094233242380059462055392402386773341664118150262567,0.00035812276609251010,0.000358122766092510097028305520142168156111279653472591122988,0.000358122766092510097028305520142168156111279653472591122989,True,interior,True,False,equally_weighted_Pauli_axes,False
97/250,0.388,784/15625,14841/15625,1/3,0.95786810863078951,0.51040465599687017,0.510404655996870168784029469185156883317640761946349803790328,0.510404655996870168784029469185156883317640761946349803790329,0.51075963472296275,0.510759634722962748474710847335922985262516977566138875211989,0.510759634722962748474710847335922985262516977566138875211990,0.00035497872609257969,0.000354978726092579690681378150766101944876215619789071421661,0.000354978726092579690681378150766101944876215619789071421662,True,interior,True,False,equally_weighted_Pauli_axes,False
777/2000,0.3885,49729/1000000,950271/1000000,1/3,0.95824629337778392,0.51030914658829081,0.510309146588290806212108312952838343224439292186761161452096,0.510309146588290806212108312952838343224439292186761161452097,0.51066099467758854,0.510660994677588538534351565302770183101934154792058166203699,0.510660994677588538534351565302770183101934154792058166203700,0.00035184808929773232,0.000351848089297732322243252349931839877494862605297004751602,0.000351848089297732322243252349931839877494862605297004751603,True,interior,True,False,equally_weighted_Pauli_axes,False
389/1000,0.389,12321/250000,237679/250000,1/3,0.95862273457397885,0.51021411635853321,0.510214116358533207560023959025539390844626025792074963125682,0.510214116358533207560023959025539390844626025792074963125683,0.51056284722310781,0.510562847223107808577840767455976976866441253955285951786644,0.510562847223107808577840767455976976866441253955285951786645,0.00034873086457460102,0.000348730864574601017816808430437586021815228163210988660962,0.000348730864574601017816808430437586021815228163210988660963,True,interior,True,False,equally_weighted_Pauli_axes,False
779/2000,0.3895,48841/1000000,951159/1000000,1/3,0.95899743292820122,0.51011956456805840,0.510119564568058400346341175299244481310391096904899851953710,0.510119564568058400346341175299244481310391096904899851953711,0.51046519162878902,0.510465191628789018549493689129126607569230597105250248008734,0.510465191628789018549493689129126607569230597105250248008735,0.00034562706073061820,0.000345627060730618203152513829882126258839500200350396055023,0.000345627060730618203152513829882126258839500200350396055024,True,interior,True,False,equally_weighted_Pauli_axes,False
39/100,0.39,121/2500,2379/2500,1/3,0.95937038914570913,0.51002549048164286,0.510025490481642863972214818218704761804234054636028165547532,0.510025490481642863972214818218704761804234054636028165547533,0.51036802716815719,0.510368027168157187819690516839149218135021958886764034948223,0.510368027168157187819690516839149218135021958886764034948224,0.00034253668651432385,0.000342536686514323847475698620444456330787904250735869400690,0.000342536686514323847475698620444456330787904250735869400691,True,interior,True,False,equally_weighted_Pauli_axes,False
781/2000,0.3905,47961/1000000,952039/1000000,1/3,0.95974160392819726,0.50993189336836362,0.509931893368363621615589926512485175121900405456846220128924,0.509931893368363621615589926512485175121900405456846220128925,0.51027135311897929,0.510271353118979292711477597209402422916548323156338095989292,0.510271353118979292711477597209402422916548323156338095989293,0.00033945975061567110,0.000339459750615671095887670696917247794647917699491875860367,0.000339459750615671095887670696917247794647917699491875860368,True,interior,True,False,equally_weighted_Pauli_axes,False
391/1000,0.391,11881/250000,238119/250000,1/3,0.96011107797380228,0.50983877250158344,0.509838772501583436072227177511266596164847806770820249970100,0.509838772501583436072227177511266596164847806770820249970101,0.51017516876324977,0.510175168763249765481387374790375848452003417207192483753972,0.510175168763249765481387374790375848452003417207192483753973,0.00033639626166632941,0.000336396261666329409160197279109252287155610436372233783872,0.000336396261666329409160197279109252287155610436372233783873,True,interior,True,False,equally_weighted_Pauli_axes,False
783/2000,0.3915,47089/1000000,952911/1000000,1/3,0.96047881197710826,0.50974612715893611,0.509746127158936108957879887500812107635000807993374006284077,0.509746127158936108957879887500812107635000807993374006284078,0.51007947338717609,0.510079473387176094187445282644017597679416247164227490978417,0.510079473387176094187445282644017597679416247164227490978418,0.00033334622823998523,0.000333346228239985229565395143205490044415439170853484694340,0.000333346228239985229565395143205490044415439170853484694341,True,interior,True,False,equally_weighted_Pauli_axes,False
49/125,0.392,729/15625,14896/15625,1/3,0.96084480662915198,0.50965395662231188,0.509653956622311882690829641941757024796719072003486049905345,0.509653956622311882690829641941757024796719072003486049905346,0.50998426628116452,0.509984266281164522882036881439190052145734729421511286825359,0.509984266281164522882036881439190052145734729421511286825360,0.00033030965885264019,0.000330309658852640191207239497433027349015657418025236920013,0.000330309658852640191207239497433027349015657418025236920014,True,interior,True,False,equally_weighted_Pauli_axes,False
157/400,0.3925,1849/40000,38151/40000,1/3,0.96120906261742824,0.50956226017784294,0.509562260177842944678830508254606392406374834214839752126474,0.509562260177842944678830508254606392406374834214839752126475,0.50988954673980585,0.509889546739805851571977210807288120031209984132088420268007,0.509889546739805851571977210807288120031209984132088420268008,0.00032728656196290689,0.000327286561962906893146702552681727624835149917248668141533,0.000327286561962906893146702552681727624835149917248668141534,True,interior,True,False,equally_weighted_Pauli_axes,False
393/1000,0.393,11449/250000,238551/250000,1/3,0.96157158062589520,0.50947103711588903,0.509471037115889033139316988341705251088339657903722983057455,0.509471037115889033139316988341705251088339657903722983057456,0.50979531406186134,0.509795314061861335392756938065293505584706648262188550879602,0.509795314061861335392756938065293505584706648262188550879603,0.00032427694597230225,0.000324276945972302253439949723588254496366990358465567822146,0.000324276945972302253439949723588254496366990358465567822147,True,interior,True,False,equally_weighted_Pauli_axes,False
787/2000,0.3935,45369/1000000,954631/1000000,1/3,0.96193236133497958,0.50938028673102314,0.509380286731023143986498781517064315464102246117356177343329,0.509380286731023143986498781517064315464102246117356177343330,0.50970156755024868,0.509701567550248682448536817862293341299726285187943896369869,0.509701567550248682448536817862293341299726285187943896369870,0.00032128081922553846,0.000321280819225538462038036345229025835624039070587719026539,0.000321280819225538462038036345229025835624039070587719026540,True,interior,True,False,equally_weighted_Pauli_axes,False
197/500,0.394,2809/62500,59691/62500,1/3,0.96229140542158189,0.50929000832201734,0.509290008322017338223696418797845146037522260394696359697246,0.509290008322017338223696418797845146037522260394696359697247,0.50960830651202815,0.509608306512028149774023562115739275642403691392869945930795,0.509608306512028149774023562115739275642403691392869945930796,0.00031829819001081155,0.000318298190010811550327143317894129604881430998173586233548,0.000318298190010811550327143317894129604881430998173586233549,True,interior,True,False,equally_weighted_Pauli_axes,False
789/2000,0.3945,44521/1000000,955479/1000000,1/3,0.96264871355908166,0.50920020119182865,0.509200201191828649283966260717682777831484316379387216275203,0.509200201191828649283966260717682777831484316379387216275204,0.50951553025838874,0.509515530258388736878886809623227251497169552548651624660559,0.509515530258388736878886809623227251497169552548651624660560,0.00031532906656008759,0.000315329066560087594920548905544473665685236169264408385356,0.000315329066560087594920548905544473665685236169264408385357,True,interior,True,False,equally_weighted_Pauli_axes,False
79/200,0.395,441/10000,9559/10000,1/3,0.96300428641734258,0.50911086464758509,0.509110864647585089766721583514669604106250899949816280570679,0.509110864647585089766721583514669604106250899949816280570680,0.50942323810463448,0.509423238104634476339868822428025999264289702253544629804205,0.509423238104634476339868822428025999264289702253544629804206,0.00031237345704938657,0.000312373457049386573147238913356395158038802303728349233525,0.000312373457049386573147238913356395158038802303728349233526,True,interior,True,False,equally_weighted_Pauli_axes,False
791/2000,0.3955,43681/1000000,956319/1000000,1/3,0.96335812466271763,0.50902199800057176,0.509021998000571757022678869752831649867143814713401000135876,0.509021998000571757022678869752831649867143814713401000135877,0.50933142937017082,0.509331429370170820910196161500263649053151037273791448254782,0.509331429370170820910196161500263649053151037273791448254783,0.00030943136959906389,0.000309431369599063887517291747431999186007222560390448118906,0.000309431369599063887517291747431999186007222560390448118907,True,interior,True,False,equally_weighted_Pauli_axes,False
99/250,0.396,676/15625,14949/15625,1/3,0.96371022895805420,0.50893360056621704,0.508933600566217037044045322687269876574082968227884909904874,0.508933600566217037044045322687269876574082968227884909904875,0.50924010337849113,0.509240103378491126620326244381714061740309081275163588767330,0.509240103378491126620326244381714061740309081275163588767331,0.00030650281227408958,0.000306502812274089576280921694444185166226113047278678862456,0.000306502812274089576280921694444185166226113047278678862457,True,interior,True,False,equally_weighted_Pauli_axes,False
793/2000,0.3965,42849/1000000,957151/1000000,1/3,0.96406059996269917,0.50884567166407891,0.508845671664078906121415389056804347604014125389022886803674,0.508845671664078906121415389056804347604014125389022886803675,0.50914925945716323,0.509149259457163231348451695672228285790580201714033823954137,0.509149259457163231348451695672228285790580201714033823954138,0.00030358779308432523,0.000303587793084325227036306615423938186566076325010937150462,0.000303587793084325227036306615423938186566076325010937150463,True,interior,True,False,equally_weighted_Pauli_axes,False
397/1000,0.397,10609/250000,239391/250000,1/3,0.96440923833250393,0.50875821061783133,0.508758210617831329733361049145614976519434545041286300782900,0.508758210617831329733361049145614976519434545041286300782901,0.50905889693781613,0.509058896937816128343542097919690219108768585368362761541960,0.509058896937816128343542097919690219108768585368362761541961,0.00030068631998479861,0.000300686319984798610181048774075242589334040327076460759060,0.000300686319984798610181048774075242589334040327076460759061,True,interior,True,False,equally_weighted_Pauli_axes,False
159/400,0.3975,1681/40000,38319/40000,1/3,0.96475614471982944,0.50867121675525076,0.508671216755250758139183159182557566234504137477414271674581,0.508671216755250758139183159182557566234504137477414271674582,0.50896901515612673,0.508969015156126734188026462727432069496931599037936640621973,0.508969015156126734188026462727432069496931599037936640621974,0.00029779840087597605,0.000297798400875976048843303544874503262427461560522368947391,0.000297798400875976048843303544874503262427461560522368947392,True,interior,True,False,equally_weighted_Pauli_axes,False
199/500,0.398,2601/62500,59899/62500,1/3,0.96510131977355115,0.50858468940820272,0.508584689408202718149739549391690869116190270972719688699594,0.508584689408202718149739549391690869116190270972719688699595,0.50887961345180675,0.508879613451806750691510793669118633456536032027097784056649,0.508879613451806750691510793669118633456536032027097784056650,0.00029492404360403254,0.000294924043604032541771244277427764340345761054378095357055,0.000294924043604032541771244277427764340345761054378095357056,True,interior,True,False,equally_weighted_Pauli_axes,False
797/2000,0.3985,41209/1000000,958791/1000000,1/3,0.96544476413906404,0.50849862791262850,0.508498627912628500555680227919105534853492585011438851141658,0.508498627912628500555680227919105534853492585011438851141659,0.50879069116858962,0.508790691168589620211183824734336028322153565687559986297304,0.508790691168589620211183824734336028322153565687559986297305,0.00029206325596111966,0.000292063255961119655503596815230493468660980676121135155646,0.000292063255961119655503596815230493468660980676121135155647,True,interior,True,False,equally_weighted_Pauli_axes,False
